study_accession	experiment_accession	experiment_title	sample_taxon_id	sample_scientific_name	experiment_library_strategy	experiment_library_source	experiment_library_selection	sample_accession	sample_alias	experiment_instrument_model	pool_member_spots	run_1_size	run_1_accession	run_1_total_spots	run_1_total_bases
ERP133050	ERX9317953	Illumina MiSeq paired end sequencing	10310	Human alphaherpesvirus 2	WGS	METAGENOMIC	Hybrid Selection	ERS8490420	SAMEA10839189	Illumina MiSeq	159535	48048785	ERR9769757	159535	68645608
ERP133050	ERX9317952	Illumina MiSeq paired end sequencing	10310	Human alphaherpesvirus 2	WGS	METAGENOMIC	Hybrid Selection	ERS8490419	SAMEA10839188	Illumina MiSeq	6428689	760051344	ERR9769756	6428689	1776798627
ERP133050	ERX9317951	Illumina MiSeq paired end sequencing	10310	Human alphaherpesvirus 2	WGS	METAGENOMIC	Hybrid Selection	ERS8490418	SAMEA10839187	Illumina MiSeq	114075	33658231	ERR9769755	114075	49057110
ERP133050	ERX9317950	Illumina MiSeq paired end sequencing	10310	Human alphaherpesvirus 2	WGS	METAGENOMIC	Hybrid Selection	ERS8490417	SAMEA10839186	Illumina MiSeq	545247	129271140	ERR9769754	545247	196583759
ERP133050	ERX9317949	Illumina MiSeq paired end sequencing	10310	Human alphaherpesvirus 2	WGS	METAGENOMIC	Hybrid Selection	ERS8490416	SAMEA10839185	Illumina MiSeq	220247	62286371	ERR9769753	220247	92927876
ERP133050	ERX9317948	Illumina MiSeq paired end sequencing	10310	Human alphaherpesvirus 2	WGS	METAGENOMIC	Hybrid Selection	ERS8490415	SAMEA10839184	Illumina MiSeq	5187218	625859144	ERR9769752	5187218	1449186843
ERP133050	ERX9317947	Illumina MiSeq paired end sequencing	10310	Human alphaherpesvirus 2	WGS	METAGENOMIC	Hybrid Selection	ERS8490414	SAMEA10839183	Illumina MiSeq	145969	38200418	ERR9769751	145969	56696439
ERP133050	ERX9317946	Illumina MiSeq paired end sequencing	10310	Human alphaherpesvirus 2	WGS	METAGENOMIC	Hybrid Selection	ERS8490413	SAMEA10839182	Illumina MiSeq	554130	155707302	ERR9769750	554130	225686620
ERP133050	ERX9317945	Illumina MiSeq paired end sequencing	10310	Human alphaherpesvirus 2	WGS	METAGENOMIC	Hybrid Selection	ERS8490412	SAMEA10839181	Illumina MiSeq	138945	35031002	ERR9769749	138945	52160738
ERP133050	ERX9317944	Illumina MiSeq paired end sequencing	10310	Human alphaherpesvirus 2	WGS	METAGENOMIC	Hybrid Selection	ERS8490411	SAMEA10839180	Illumina MiSeq	451926	126436498	ERR9769748	451926	188657612
ERP133050	ERX9317943	Illumina MiSeq paired end sequencing	10310	Human alphaherpesvirus 2	WGS	METAGENOMIC	Hybrid Selection	ERS8490410	SAMEA10839179	Illumina MiSeq	884017	261112839	ERR9769747	884017	384910330
ERP133050	ERX9317942	Illumina MiSeq paired end sequencing	10310	Human alphaherpesvirus 2	WGS	METAGENOMIC	Hybrid Selection	ERS8490409	SAMEA10839178	Illumina MiSeq	1390261	434014600	ERR9769746	1390261	632612047
ERP133050	ERX9317941	Illumina MiSeq paired end sequencing	10310	Human alphaherpesvirus 2	WGS	METAGENOMIC	Hybrid Selection	ERS8490408	SAMEA10839177	Illumina MiSeq	1376762	376330092	ERR9769745	1376762	561218087
ERP133050	ERX9317940	Illumina MiSeq paired end sequencing	10310	Human alphaherpesvirus 2	WGS	METAGENOMIC	Hybrid Selection	ERS8490407	SAMEA10839176	Illumina MiSeq	525838	155251545	ERR9769744	525838	229362011
ERP133050	ERX9317939	Illumina MiSeq paired end sequencing	10310	Human alphaherpesvirus 2	WGS	METAGENOMIC	Hybrid Selection	ERS8490406	SAMEA10839175	Illumina MiSeq	1426381	406913485	ERR9769743	1426381	602997573
ERP133050	ERX9317938	Illumina MiSeq paired end sequencing	10310	Human alphaherpesvirus 2	WGS	METAGENOMIC	Hybrid Selection	ERS8490405	SAMEA10839174	Illumina MiSeq	1293046	414533721	ERR9769742	1293046	589246671
ERP133050	ERX9317937	Illumina MiSeq paired end sequencing	10310	Human alphaherpesvirus 2	WGS	METAGENOMIC	Hybrid Selection	ERS8490404	SAMEA10839173	Illumina MiSeq	426561	152107043	ERR9769741	426561	218710584
ERP133050	ERX9317936	Illumina MiSeq paired end sequencing	10310	Human alphaherpesvirus 2	WGS	METAGENOMIC	Hybrid Selection	ERS8490403	SAMEA10839172	Illumina MiSeq	579107	155251785	ERR9769740	579107	233673510
ERP133050	ERX9317935	Illumina MiSeq paired end sequencing	10310	Human alphaherpesvirus 2	WGS	METAGENOMIC	Hybrid Selection	ERS8490402	SAMEA10839171	Illumina MiSeq	940042	323552223	ERR9769739	940042	465455396
ERP133050	ERX9317934	Illumina MiSeq paired end sequencing	10310	Human alphaherpesvirus 2	WGS	METAGENOMIC	Hybrid Selection	ERS8490401	SAMEA10839170	Illumina MiSeq	244973	69102132	ERR9769738	244973	104209612
ERP133050	ERX9317933	Illumina MiSeq paired end sequencing	10310	Human alphaherpesvirus 2	WGS	METAGENOMIC	Hybrid Selection	ERS8490400	SAMEA10839169	Illumina MiSeq	172136	50814899	ERR9769737	172136	76432384
ERP133050	ERX9317932	Illumina MiSeq paired end sequencing	10310	Human alphaherpesvirus 2	WGS	METAGENOMIC	Hybrid Selection	ERS8490399	SAMEA10839168	Illumina MiSeq	1485082	456113561	ERR9769736	1485082	675112448
ERP133050	ERX9317931	Illumina MiSeq paired end sequencing	10310	Human alphaherpesvirus 2	WGS	METAGENOMIC	Hybrid Selection	ERS8490398	SAMEA10839167	Illumina MiSeq	85004	24283923	ERR9769735	85004	36212065
ERP133050	ERX9317930	Illumina MiSeq paired end sequencing	10310	Human alphaherpesvirus 2	WGS	METAGENOMIC	Hybrid Selection	ERS8490397	SAMEA10839166	Illumina MiSeq	518971	138908921	ERR9769734	518971	204167699
ERP133050	ERX9317929	Illumina MiSeq paired end sequencing	10310	Human alphaherpesvirus 2	WGS	METAGENOMIC	Hybrid Selection	ERS8490396	SAMEA10839165	Illumina MiSeq	453173	109893157	ERR9769733	453173	170172176
ERP133050	ERX9317928	Illumina MiSeq paired end sequencing	10310	Human alphaherpesvirus 2	WGS	METAGENOMIC	Hybrid Selection	ERS8490395	SAMEA10839164	Illumina MiSeq	377794	106613497	ERR9769732	377794	161974822
ERP133050	ERX9317927	Illumina MiSeq paired end sequencing	10310	Human alphaherpesvirus 2	WGS	METAGENOMIC	Hybrid Selection	ERS8490394	SAMEA10839163	Illumina MiSeq	1110039	338951655	ERR9769731	1110039	500455231
ERP133050	ERX9317926	Illumina MiSeq paired end sequencing	10310	Human alphaherpesvirus 2	WGS	METAGENOMIC	Hybrid Selection	ERS8490393	SAMEA10839162	Illumina MiSeq	470589	130109282	ERR9769730	470589	193793185
ERP133050	ERX9317925	Illumina MiSeq paired end sequencing	10310	Human alphaherpesvirus 2	WGS	METAGENOMIC	Hybrid Selection	ERS8490392	SAMEA10839161	Illumina MiSeq	817345	215065891	ERR9769729	817345	322270522
ERP133050	ERX9317924	Illumina MiSeq paired end sequencing	10310	Human alphaherpesvirus 2	WGS	METAGENOMIC	Hybrid Selection	ERS8490391	SAMEA10839160	Illumina MiSeq	570155	153268071	ERR9769728	570155	227904591
ERP133050	ERX9317923	Illumina MiSeq paired end sequencing	10310	Human alphaherpesvirus 2	WGS	METAGENOMIC	Hybrid Selection	ERS8490390	SAMEA10839159	Illumina MiSeq	526145	188081372	ERR9769727	526145	263513762
ERP133050	ERX9317922	Illumina MiSeq paired end sequencing	10310	Human alphaherpesvirus 2	WGS	METAGENOMIC	Hybrid Selection	ERS8490389	SAMEA10839158	Illumina MiSeq	301406	66923379	ERR9769726	301406	102748547
ERP133050	ERX9317921	Illumina MiSeq paired end sequencing	10310	Human alphaherpesvirus 2	WGS	METAGENOMIC	Hybrid Selection	ERS8490388	SAMEA10839157	Illumina MiSeq	813299	231358765	ERR9769725	813299	333925434
ERP133050	ERX9317920	Illumina MiSeq paired end sequencing	10310	Human alphaherpesvirus 2	WGS	METAGENOMIC	Hybrid Selection	ERS8490387	SAMEA10839156	Illumina MiSeq	432280	121944801	ERR9769724	432280	180208429
ERP133050	ERX9317919	Illumina MiSeq paired end sequencing	10310	Human alphaherpesvirus 2	WGS	METAGENOMIC	Hybrid Selection	ERS8490386	SAMEA10839155	Illumina MiSeq	467519	132443601	ERR9769723	467519	196554917
ERP133050	ERX9317918	Illumina MiSeq paired end sequencing	10310	Human alphaherpesvirus 2	WGS	METAGENOMIC	Hybrid Selection	ERS8490385	SAMEA10839154	Illumina MiSeq	5474799	685119434	ERR9769722	5474799	1566865297
ERP133050	ERX9317917	Illumina MiSeq paired end sequencing	10310	Human alphaherpesvirus 2	WGS	METAGENOMIC	Hybrid Selection	ERS8490384	SAMEA10839153	Illumina MiSeq	1556813	474996352	ERR9769721	1556813	699558303
ERP133050	ERX9317916	Illumina MiSeq paired end sequencing	10310	Human alphaherpesvirus 2	WGS	METAGENOMIC	Hybrid Selection	ERS8490383	SAMEA10839152	Illumina MiSeq	1539403	490947310	ERR9769720	1539403	716609237
ERP133050	ERX9317915	Illumina MiSeq paired end sequencing	10310	Human alphaherpesvirus 2	WGS	METAGENOMIC	Hybrid Selection	ERS8490382	SAMEA10839151	Illumina MiSeq	543318	194942332	ERR9769719	543318	272318611
ERP133050	ERX9317914	Illumina MiSeq paired end sequencing	10310	Human alphaherpesvirus 2	WGS	METAGENOMIC	Hybrid Selection	ERS8490381	SAMEA10839150	Illumina MiSeq	1064718	272053518	ERR9769718	1064718	417414192
ERP133050	ERX9317913	Illumina MiSeq paired end sequencing	10310	Human alphaherpesvirus 2	WGS	METAGENOMIC	Hybrid Selection	ERS8490380	SAMEA10839149	Illumina MiSeq	586321	183588270	ERR9769717	586321	270259997
ERP133050	ERX9317912	Illumina MiSeq paired end sequencing	10310	Human alphaherpesvirus 2	WGS	METAGENOMIC	Hybrid Selection	ERS8490379	SAMEA10839148	Illumina MiSeq	239140	73103099	ERR9769716	239140	107163060
ERP133050	ERX9317911	Illumina MiSeq paired end sequencing	10310	Human alphaherpesvirus 2	WGS	METAGENOMIC	Hybrid Selection	ERS8490378	SAMEA10839147	Illumina MiSeq	1114672	339421843	ERR9769715	1114672	671032544
ERP133050	ERX9317910	Illumina MiSeq paired end sequencing	10310	Human alphaherpesvirus 2	WGS	METAGENOMIC	Hybrid Selection	ERS8490377	SAMEA10839146	Illumina MiSeq	1318829	154804063	ERR9769714	1318829	359964356
SRP376472	SRX15407846	GSM6176022: AM.WSN.PP1.III; Mus musculus; RNA-Seq	10090	Mus musculus	RNA-Seq	TRANSCRIPTOMIC	cDNA	SRS13134411	GSM6176022	Illumina HiSeq 2500	18946439	911286067	SRR19349022	18946439	1932536778
SRP376472	SRX15407845	GSM6176021: AM.WSN.PP1.II; Mus musculus; RNA-Seq	10090	Mus musculus	RNA-Seq	TRANSCRIPTOMIC	cDNA	SRS13134410	GSM6176021	Illumina HiSeq 2500	15166670	739186001	SRR19349023	15166670	1547000340
SRP376472	SRX15407844	GSM6176020: AM.WSN.PP1.I; Mus musculus; RNA-Seq	10090	Mus musculus	RNA-Seq	TRANSCRIPTOMIC	cDNA	SRS13134409	GSM6176020	Illumina HiSeq 2500	16595974	806058411	SRR19349024	16595974	1692789348
SRP376472	SRX15407843	GSM6176019: AM.WSN.III; Mus musculus; RNA-Seq	10090	Mus musculus	RNA-Seq	TRANSCRIPTOMIC	cDNA	SRS13134407	GSM6176019	Illumina HiSeq 2500	17204231	833359106	SRR19349025	17204231	1754831562
SRP376472	SRX15407842	GSM6176018: AM.WSN.II; Mus musculus; RNA-Seq	10090	Mus musculus	RNA-Seq	TRANSCRIPTOMIC	cDNA	SRS13134408	GSM6176018	Illumina HiSeq 2500	18389873	878136725	SRR19349026	18389873	1875767046
SRP376472	SRX15407841	GSM6176017: AM.WSN.I; Mus musculus; RNA-Seq	10090	Mus musculus	RNA-Seq	TRANSCRIPTOMIC	cDNA	SRS13134405	GSM6176017	Illumina HiSeq 2500	15534200	740583270	SRR19349027	15534200	1584488400
SRP376472	SRX15407840	GSM6176016: AM.mock.III; Mus musculus; RNA-Seq	10090	Mus musculus	RNA-Seq	TRANSCRIPTOMIC	cDNA	SRS13134406	GSM6176016	Illumina HiSeq 2500	13982420	672563760	SRR19349028	13982420	1426206840
SRP376472	SRX15407839	GSM6176015: AM.mock.II; Mus musculus; RNA-Seq	10090	Mus musculus	RNA-Seq	TRANSCRIPTOMIC	cDNA	SRS13134404	GSM6176015	Illumina HiSeq 2500	15663646	769874545	SRR19349029	15663646	1597691892
SRP376472	SRX15407838	GSM6176014: AM.mock.I; Mus musculus; RNA-Seq	10090	Mus musculus	RNA-Seq	TRANSCRIPTOMIC	cDNA	SRS13134403	GSM6176014	Illumina HiSeq 2500	17573354	839698232	SRR19349030	17573354	1792482108
SRP376472	SRX15407837	GSM6176013: AEC.WSN.PP1.III; Mus musculus; RNA-Seq	10090	Mus musculus	RNA-Seq	TRANSCRIPTOMIC	cDNA	SRS13134402	GSM6176013	Illumina HiSeq 2500	16741486	808845347	SRR19349031	16741486	1707631572
SRP376472	SRX15407836	GSM6176012: AEC.WSN.PP1.II; Mus musculus; RNA-Seq	10090	Mus musculus	RNA-Seq	TRANSCRIPTOMIC	cDNA	SRS13134401	GSM6176012	Illumina HiSeq 2500	17665147	849561311	SRR19349032	17665147	1801844994
SRP376472	SRX15407835	GSM6176011: AEC.WSN.PP1.I; Mus musculus; RNA-Seq	10090	Mus musculus	RNA-Seq	TRANSCRIPTOMIC	cDNA	SRS13134400	GSM6176011	Illumina HiSeq 2500	18402319	889505156	SRR19349033	18402319	1877036538
SRP376472	SRX15407834	GSM6176010: AEC.WSN.III; Mus musculus; RNA-Seq	10090	Mus musculus	RNA-Seq	TRANSCRIPTOMIC	cDNA	SRS13134398	GSM6176010	Illumina HiSeq 2500	17069554	820957860	SRR19349034	17069554	1741094508
SRP376472	SRX15407833	GSM6176009: AEC.WSN.II; Mus musculus; RNA-Seq	10090	Mus musculus	RNA-Seq	TRANSCRIPTOMIC	cDNA	SRS13134396	GSM6176009	Illumina HiSeq 2500	16334391	782621548	SRR19349035	16334391	1666107882
SRP376472	SRX15407832	GSM6176008: AEC.WSN.I; Mus musculus; RNA-Seq	10090	Mus musculus	RNA-Seq	TRANSCRIPTOMIC	cDNA	SRS13134397	GSM6176008	Illumina HiSeq 2500	15696562	756200670	SRR19349036	15696562	1601049324
SRP376472	SRX15407831	GSM6176007: AEC.mock.III; Mus musculus; RNA-Seq	10090	Mus musculus	RNA-Seq	TRANSCRIPTOMIC	cDNA	SRS13134399	GSM6176007	Illumina HiSeq 2500	15488105	754421053	SRR19349037	15488105	1579786710
SRP376472	SRX15407830	GSM6176006: AEC.mock.II; Mus musculus; RNA-Seq	10090	Mus musculus	RNA-Seq	TRANSCRIPTOMIC	cDNA	SRS13134395	GSM6176006	Illumina HiSeq 2500	15015004	726048596	SRR19349038	15015004	1531530408
SRP376472	SRX15407829	GSM6176005: AEC.mock.I; Mus musculus; RNA-Seq	10090	Mus musculus	RNA-Seq	TRANSCRIPTOMIC	cDNA	SRS13134394	GSM6176005	Illumina HiSeq 2500	15910128	770660795	SRR19349039	15910128	1622833056
SRP375862	SRX15325357	GSM6161291: GM_pH74_24h_Tr4; Homo sapiens; ssRNA-seq	9606	Homo sapiens	RNA-Seq	TRANSCRIPTOMIC	cDNA	SRS13053804	GSM6161291	Illumina NovaSeq 6000	43641680	4083076718	SRR19264924	43641680	13092504000
SRP375862	SRX15325356	GSM6161290: GM_pH74_48h_Tr4; Homo sapiens; ssRNA-seq	9606	Homo sapiens	RNA-Seq	TRANSCRIPTOMIC	cDNA	SRS13053803	GSM6161290	Illumina NovaSeq 6000	49444853	4710784080	SRR19264925	49444853	14833455900
SRP375862	SRX15325355	GSM6161289: GM_0h_Tr4; Homo sapiens; ssRNA-seq	9606	Homo sapiens	RNA-Seq	TRANSCRIPTOMIC	cDNA	SRS13053802	GSM6161289	Illumina NovaSeq 6000	36607250	3445490591	SRR19264926	36607250	10982175000
SRP375862	SRX15325354	GSM6161288: GM_0h_Tr2; Homo sapiens; ssRNA-seq	9606	Homo sapiens	RNA-Seq	TRANSCRIPTOMIC	cDNA	SRS13053801	GSM6161288	Illumina NovaSeq 6000	32919581	3016787518	SRR19264927	32919581	9875874300
SRP375862	SRX15325353	GSM6161287: GM_pH7_24h_Tr4; Homo sapiens; ssRNA-seq	9606	Homo sapiens	RNA-Seq	TRANSCRIPTOMIC	cDNA	SRS13053800	GSM6161287	Illumina NovaSeq 6000	43914005	4147581351	SRR19264928	43914005	13174201500
SRP375862	SRX15325352	GSM6161286: GM_pH74_72h_Tr4; Homo sapiens; ssRNA-seq	9606	Homo sapiens	RNA-Seq	TRANSCRIPTOMIC	cDNA	SRS13053799	GSM6161286	Illumina NovaSeq 6000	44250425	4117829522	SRR19264929	44250425	13275127500
SRP375862	SRX15325351	GSM6161285: GM_pH72_48h_Tr4; Homo sapiens; ssRNA-seq	9606	Homo sapiens	RNA-Seq	TRANSCRIPTOMIC	cDNA	SRS13053798	GSM6161285	Illumina NovaSeq 6000	43560789	4083003583	SRR19264930	43560789	13068236700
SRP375862	SRX15325350	GSM6161284: GM_0h_Tr1; Homo sapiens; ssRNA-seq	9606	Homo sapiens	RNA-Seq	TRANSCRIPTOMIC	cDNA	SRS13053797	GSM6161284	Illumina NovaSeq 6000	33224549	3079413859	SRR19264931	33224549	9967364700
SRP375862	SRX15325349	GSM6161283: GM_pH68_48h_Tr2; Homo sapiens; ssRNA-seq	9606	Homo sapiens	RNA-Seq	TRANSCRIPTOMIC	cDNA	SRS13053796	GSM6161283	Illumina NovaSeq 6000	32457274	3010632634	SRR19264932	32457274	9737182200
SRP375862	SRX15325348	GSM6161282: GM_pH68_48h_Tr3; Homo sapiens; ssRNA-seq	9606	Homo sapiens	RNA-Seq	TRANSCRIPTOMIC	cDNA	SRS13053795	GSM6161282	Illumina NovaSeq 6000	33828912	3174705244	SRR19264933	33828912	10148673600
SRP375862	SRX15325347	GSM6161281: GM_pH7_24h_Tr2; Homo sapiens; ssRNA-seq	9606	Homo sapiens	RNA-Seq	TRANSCRIPTOMIC	cDNA	SRS13053794	GSM6161281	Illumina NovaSeq 6000	36343835	3343010377	SRR19264934	36343835	10903150500
SRP375862	SRX15325346	GSM6161280: GM_pH74_48h_Tr2; Homo sapiens; ssRNA-seq	9606	Homo sapiens	RNA-Seq	TRANSCRIPTOMIC	cDNA	SRS13053793	GSM6161280	Illumina NovaSeq 6000	37158548	3474425206	SRR19264935	37158548	11147564400
SRP375862	SRX15325345	GSM6161279: GM_pH7_48h_Tr1; Homo sapiens; ssRNA-seq	9606	Homo sapiens	RNA-Seq	TRANSCRIPTOMIC	cDNA	SRS13053792	GSM6161279	Illumina NovaSeq 6000	31349068	2891804460	SRR19264936	31349068	9404720400
SRP375862	SRX15325344	GSM6161278: GM_pH7_24h_Tr1; Homo sapiens; ssRNA-seq	9606	Homo sapiens	RNA-Seq	TRANSCRIPTOMIC	cDNA	SRS13053791	GSM6161278	Illumina NovaSeq 6000	41524042	3817522778	SRR19264937	41524042	12457212600
SRP375862	SRX15325343	GSM6161277: GM_pH68_48h_Tr4; Homo sapiens; ssRNA-seq	9606	Homo sapiens	RNA-Seq	TRANSCRIPTOMIC	cDNA	SRS13053790	GSM6161277	Illumina NovaSeq 6000	35343801	3274559998	SRR19264938	35343801	10603140300
SRP375862	SRX15325342	GSM6161276: GM_pH68_24h_Tr2; Homo sapiens; ssRNA-seq	9606	Homo sapiens	RNA-Seq	TRANSCRIPTOMIC	cDNA	SRS13053789	GSM6161276	Illumina NovaSeq 6000	31048365	2845754068	SRR19264939	31048365	9314509500
SRP375862	SRX15325341	GSM6161275: GM_pH72_72h_Tr2; Homo sapiens; ssRNA-seq	9606	Homo sapiens	RNA-Seq	TRANSCRIPTOMIC	cDNA	SRS13053788	GSM6161275	Illumina NovaSeq 6000	34068716	3132772110	SRR19264940	34068716	10220614800
SRP375862	SRX15325340	GSM6161274: GM_pH72_48h_Tr3; Homo sapiens; ssRNA-seq	9606	Homo sapiens	RNA-Seq	TRANSCRIPTOMIC	cDNA	SRS13053787	GSM6161274	Illumina NovaSeq 6000	44168556	4122148436	SRR19264941	44168556	13250566800
SRP375862	SRX15325339	GSM6161273: GM_pH7_72h_Tr4; Homo sapiens; ssRNA-seq	9606	Homo sapiens	RNA-Seq	TRANSCRIPTOMIC	cDNA	SRS13053786	GSM6161273	Illumina NovaSeq 6000	44172155	4130078482	SRR19264942	44172155	13251646500
SRP375862	SRX15325338	GSM6161272: GM_pH72_48h_Tr1; Homo sapiens; ssRNA-seq	9606	Homo sapiens	RNA-Seq	TRANSCRIPTOMIC	cDNA	SRS13053785	GSM6161272	Illumina NovaSeq 6000	34952462	3217297951	SRR19264943	34952462	10485738600
SRP375862	SRX15325337	GSM6161271: GM_pH74_48h_Tr1; Homo sapiens; ssRNA-seq	9606	Homo sapiens	RNA-Seq	TRANSCRIPTOMIC	cDNA	SRS13053784	GSM6161271	Illumina NovaSeq 6000	32094734	2958568273	SRR19264944	32094734	9628420200
SRP375862	SRX15325336	GSM6161270: GM_pH72_72h_Tr4; Homo sapiens; ssRNA-seq	9606	Homo sapiens	RNA-Seq	TRANSCRIPTOMIC	cDNA	SRS13053783	GSM6161270	Illumina NovaSeq 6000	34433792	3285204791	SRR19264945	34433792	10330137600
SRP375862	SRX15325335	GSM6161269: GM_pH7_24h_Tr3; Homo sapiens; ssRNA-seq	9606	Homo sapiens	RNA-Seq	TRANSCRIPTOMIC	cDNA	SRS13053782	GSM6161269	Illumina NovaSeq 6000	54808612	5122265617	SRR19264946	54808612	16442583600
SRP375862	SRX15325334	GSM6161268: GM_pH74_24h_Tr1; Homo sapiens; ssRNA-seq	9606	Homo sapiens	RNA-Seq	TRANSCRIPTOMIC	cDNA	SRS13053781	GSM6161268	Illumina NovaSeq 6000	38017412	3491681229	SRR19264947	38017412	11405223600
SRP375862	SRX15325333	GSM6161267: GM_pH72_72h_Tr1; Homo sapiens; ssRNA-seq	9606	Homo sapiens	RNA-Seq	TRANSCRIPTOMIC	cDNA	SRS13053780	GSM6161267	Illumina NovaSeq 6000	32680981	3045581759	SRR19264948	32680981	9804294300
SRP375862	SRX15325332	GSM6161266: GM_pH68_72h_Tr2; Homo sapiens; ssRNA-seq	9606	Homo sapiens	RNA-Seq	TRANSCRIPTOMIC	cDNA	SRS13053779	GSM6161266	Illumina NovaSeq 6000	32742370	3028916565	SRR19264949	32742370	9822711000
SRP375862	SRX15325331	GSM6161265: GM_pH68_24h_Tr3; Homo sapiens; ssRNA-seq	9606	Homo sapiens	RNA-Seq	TRANSCRIPTOMIC	cDNA	SRS13053778	GSM6161265	Illumina NovaSeq 6000	41967991	3927670885	SRR19264950	41967991	12590397300
SRP375862	SRX15325330	GSM6161264: GM_pH74_72h_Tr3; Homo sapiens; ssRNA-seq	9606	Homo sapiens	RNA-Seq	TRANSCRIPTOMIC	cDNA	SRS13053777	GSM6161264	Illumina NovaSeq 6000	31939294	3130444363	SRR19264951	31939294	9581788200
SRP375862	SRX15325329	GSM6161263: GM_pH74_24h_Tr3; Homo sapiens; ssRNA-seq	9606	Homo sapiens	RNA-Seq	TRANSCRIPTOMIC	cDNA	SRS13053776	GSM6161263	Illumina NovaSeq 6000	32743943	3217891622	SRR19264952	32743943	9823182900
SRP375862	SRX15325328	GSM6161262: GM_pH68_72h_Tr3; Homo sapiens; ssRNA-seq	9606	Homo sapiens	RNA-Seq	TRANSCRIPTOMIC	cDNA	SRS13053775	GSM6161262	Illumina NovaSeq 6000	45223998	4224248520	SRR19264953	45223998	13567199400
SRP375862	SRX15325327	GSM6161261: GM_pH72_72h_Tr3; Homo sapiens; ssRNA-seq	9606	Homo sapiens	RNA-Seq	TRANSCRIPTOMIC	cDNA	SRS13053774	GSM6161261	Illumina NovaSeq 6000	38758523	3619200501	SRR19264954	38758523	11627556900
SRP375862	SRX15325326	GSM6161260: GM_pH7_72h_Tr1; Homo sapiens; ssRNA-seq	9606	Homo sapiens	RNA-Seq	TRANSCRIPTOMIC	cDNA	SRS13053773	GSM6161260	Illumina NovaSeq 6000	33741524	3115115998	SRR19264955	33741524	10122457200
SRP375862	SRX15325325	GSM6161259: GM_0h_Tr3; Homo sapiens; ssRNA-seq	9606	Homo sapiens	RNA-Seq	TRANSCRIPTOMIC	cDNA	SRS13053772	GSM6161259	Illumina NovaSeq 6000	40994889	3823036683	SRR19264956	40994889	12298466700
SRP375862	SRX15325324	GSM6161258: GM_pH68_72h_Tr4; Homo sapiens; ssRNA-seq	9606	Homo sapiens	RNA-Seq	TRANSCRIPTOMIC	cDNA	SRS13053771	GSM6161258	Illumina NovaSeq 6000	38127158	3588529943	SRR19264957	38127158	11438147400
SRP375862	SRX15325323	GSM6161257: GM_pH72_24h_Tr3; Homo sapiens; ssRNA-seq	9606	Homo sapiens	RNA-Seq	TRANSCRIPTOMIC	cDNA	SRS13053770	GSM6161257	Illumina NovaSeq 6000	37822176	3524587215	SRR19264958	37822176	11346652800
SRP375862	SRX15325322	GSM6161256: GM_pH7_48h_Tr4; Homo sapiens; ssRNA-seq	9606	Homo sapiens	RNA-Seq	TRANSCRIPTOMIC	cDNA	SRS13053769	GSM6161256	Illumina NovaSeq 6000	42472655	3987353068	SRR19264959	42472655	12741796500
SRP375862	SRX15325321	GSM6161255: GM_pH68_24h_Tr1; Homo sapiens; ssRNA-seq	9606	Homo sapiens	RNA-Seq	TRANSCRIPTOMIC	cDNA	SRS13053768	GSM6161255	Illumina NovaSeq 6000	36824436	3393472382	SRR19264960	36824436	11047330800
SRP375862	SRX15325320	GSM6161254: GM_pH68_24h_Tr4; Homo sapiens; ssRNA-seq	9606	Homo sapiens	RNA-Seq	TRANSCRIPTOMIC	cDNA	SRS13053767	GSM6161254	Illumina NovaSeq 6000	44943481	4197075874	SRR19264961	44943481	13483044300
SRP375862	SRX15325319	GSM6161253: GM_pH68_48h_Tr1; Homo sapiens; ssRNA-seq	9606	Homo sapiens	RNA-Seq	TRANSCRIPTOMIC	cDNA	SRS13053766	GSM6161253	Illumina NovaSeq 6000	34225302	3171550547	SRR19264962	34225302	10267590600
SRP375862	SRX15325318	GSM6161252: GM_pH72_24h_Tr4; Homo sapiens; ssRNA-seq	9606	Homo sapiens	RNA-Seq	TRANSCRIPTOMIC	cDNA	SRS13053765	GSM6161252	Illumina NovaSeq 6000	37671427	3517518768	SRR19264963	37671427	11301428100
SRP375862	SRX15325317	GSM6161251: GM_pH7_48h_Tr3; Homo sapiens; ssRNA-seq	9606	Homo sapiens	RNA-Seq	TRANSCRIPTOMIC	cDNA	SRS13053764	GSM6161251	Illumina NovaSeq 6000	38477978	3592962112	SRR19264964	38477978	11543393400
SRP375862	SRX15325316	GSM6161250: GM_pH72_24h_Tr1; Homo sapiens; ssRNA-seq	9606	Homo sapiens	RNA-Seq	TRANSCRIPTOMIC	cDNA	SRS13053763	GSM6161250	Illumina NovaSeq 6000	39352157	3604203602	SRR19264965	39352157	11805647100
SRP375862	SRX15325315	GSM6161249: GM_pH74_48h_Tr3; Homo sapiens; ssRNA-seq	9606	Homo sapiens	RNA-Seq	TRANSCRIPTOMIC	cDNA	SRS13053762	GSM6161249	Illumina NovaSeq 6000	33147880	3272219112	SRR19264966	33147880	9944364000
ERP136521	ERX9275386	MinION sequencing	10298	Human alphaherpesvirus 1	OTHER	TRANSCRIPTOMIC	unspecified	ERS11977665	SAMEA14383510	MinION	448118	426879538	ERR9726494	448118	563194021
